VideoGameKey,Name,Genre,Platform,Rating,Year_of_Release
4564,Final Fantasy XIII-2,Role-Playing,PS3,T,2011
4565,Final Fantasy XIII-2,Role-Playing,X360,T,2011
4566,Final Fantasy XIV: A Realm Reborn,Role-Playing,PC,,2010
4567,Final Fantasy XIV: A Realm Reborn,Role-Playing,PS3,,2013
4568,Final Fantasy XIV: A Realm Reborn,Role-Playing,PS4,,2014
4569,Final Fantasy XIV: Heavensward,Action,PC,T,2015
4570,Final Fantasy XIV: Heavensward,Action,PS3,T,2015
4571,Final Fantasy XIV: Heavensward,Action,PS4,T,2015
4572,Final Fantasy: Crystal Chronicles,Role-Playing,GC,T,2003
4573,Final Fantasy: The 4 Heroes of Light,Role-Playing,DS,E10+,2009
4574,Final Fight,Action,SNES,,1990
4575,Final Fight 2,Action,SNES,,1993
4576,Final Fight One,Fighting,GBA,E,2001
4577,Final Fight: Streetwise,Action,PS2,M,2006
4578,Final Fight: Streetwise,Action,XB,M,2006
4579,Finding Nemo,Action,GBA,E,2003
4580,Finding Nemo,Action,GC,E,2003
4581,Finding Nemo,Action,PS2,,2003
4582,Finding Nemo,Action,XB,E,2003
4583,Finding Nemo: Escape to the Big Blue,Action,DS,E,2006
4584,Finding Nemo: The Continuing Adventures,Action,GBA,E,2004
4585,Finny the Fish & the Seven Waters,Sports,PS2,,2004
4586,Fire Emblem,Strategy,GBA,E,2003
4587,Fire Emblem: Awakening,Role-Playing,3DS,T,2012
4588,Fire Emblem: Fuuin no Tsurugi,Role-Playing,GBA,,2002
4589,Fire Emblem: Monsh? no Nazo,Role-Playing,SNES,,1994
4590,Fire Emblem: Path of Radiance,Action,GC,T,2005
4591,Fire Emblem: Radiant Dawn,Strategy,Wii,E10+,2007
4592,Fire Emblem: Seisen no Keifu,Strategy,SNES,,1996
4593,Fire Emblem: Shadow Dragon,Role-Playing,DS,E10+,2008
4594,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,Strategy,DS,,2010
4595,Fire Emblem: The Sacred Stones,Strategy,GBA,E,2004
4596,Fire Emblem: Thracia 776,Strategy,SNES,,1999
4597,Fire Pro Wrestling Returns,Sports,PS2,T,2005
4598,Fire ProWrestling,Fighting,GBA,,2001
4599,Fire ProWrestling G,Fighting,PS,,1999
4600,Fire ProWrestling S: 6Men Scramble,Fighting,SAT,,1996
4601,Fireball,Action,2600,,1981
4602,Fireblade,Action,GC,T,2002
4603,Fireblade,Action,PS2,,2002
4604,Fireblade,Action,XB,T,2002
4605,Firefighter F.D.18,Action,PS2,,2004
4606,First Queen: Ornic Senki,Role-Playing,SNES,,1994
4607,Fish Tycoon,Simulation,DS,E,2007
4608,Fishdom,Puzzle,DS,E,2011
4609,Fishdom 2 Deluxe,Puzzle,PC,,2010
4610,Fisherman's Bait 2: Big Ol' Bass,Sports,PS,,1999
4611,Fisherman's Bass Club,Sports,PS2,E,2002
4612,Fisherman's Challenge,Sports,PS2,E,2003
4613,Fishing Master,Misc,Wii,E,2007
4614,Fishing Master (jp sales),Sports,Wii,,2007
4615,Fishing Master World Tour,Sports,Wii,E,2009
4616,Fishing Resort,Sports,Wii,E,2011
4617,Fist of the North Star: Ken's Rage,Action,PS3,M,2010
4618,Fist of the North Star: Ken's Rage,Action,X360,M,2010
4619,Fist of the North Star: Ken's Rage 2,Fighting,PS3,M,2012
4620,Fist of the North Star: Ken's Rage 2,Fighting,WiiU,M,2013
4621,Fist of the North Star: Ken's Rage 2,Fighting,X360,M,2012
4622,Fit in Six,Sports,PS3,E,2011
4623,Fit in Six,Sports,Wii,E,2011
4624,Flash Focus: Vision Training in Minutes a Day,Misc,DS,E,2007
4625,FlatOut,Racing,PS2,T,2004
4626,FlatOut,Racing,XB,T,2004
4627,FlatOut 2,Racing,PS2,T,2006
4628,FlatOut 2,Racing,XB,T,2006
4629,FlatOut: Head On,Racing,PSP,T,2008
4630,FlatOut: Ultimate Carnage,Racing,PC,T,2008
4631,FlatOut: Ultimate Carnage,Racing,X360,T,2007
4632,Flight Control Rocket,Simulation,GBA,,2005
4633,FlingSmash,Action,Wii,E,2010
4634,Flipnic: Ultimate Pinball,Misc,PS2,E,2003
4635,Flipper Critters,Simulation,DS,E,2007
4636,Flow: Urban Dance Uprising,Misc,PS2,T,2005
4637,"Flower, Sun, and Rain",Adventure,DS,T,2008
4638,Flushed Away,Platform,DS,,2006
4639,Flushed Away,Platform,GC,E,2006
4640,Flying Dragon,Fighting,N64,,1997
4641,Folklore,Role-Playing,PS3,T,2007
4642,Food Network: Cook or Be Cooked,Misc,Wii,E,2009
4643,Football Academy,Sports,DS,,2009
4644,Football Director DS,Sports,DS,,2008
4645,Football Manager 2005,Sports,PC,,2004
4646,Football Manager 2010,Sports,PC,E,2009
4647,Football Manager 2011,Sports,PC,E,2010
4648,Football Manager 2012,Sports,PC,E,2011
4649,Football Manager 2012,Sports,PSP,,2011
4650,Football Manager 2013,Sports,PC,,2012
4651,Football Manager 2014,Sports,PC,E,2013
4652,Football Manager 2014,Sports,PSV,,2013
4653,Football Manager 2015,Simulation,PC,,2014
4654,Football Manager 2016,Simulation,PC,E,2015
4655,Football Manager 2017,Simulation,PC,E,2016
4656,Football Manager Handheld 2008,Sports,PSP,,2007
4657,Football Manager Handheld 2009,Sports,PSP,,2008
4658,Football Manager Handheld 2010,Sports,PSP,E,2009
4659,Football Manager Handheld 2011,Sports,PSP,E,2010
4660,Football Manager Live,Sports,PC,,2009
4661,Forbidden Siren 2,Action,PS2,,2006
4662,Ford Bold Moves Street Racing,Racing,PSP,E,2006
4663,Ford Mustang: The Legend Lives,Racing,PS2,E,2005
4664,Ford Mustang: The Legend Lives,Racing,XB,E,2005
4665,Ford Racing,Racing,PS,E,2001
4666,Ford Racing 2,Racing,PS2,E,2003
4667,Ford Racing 2,Racing,XB,E,2003
4668,Ford Racing 3,Racing,DS,E,2005
4669,Ford Racing 3,Racing,GBA,E,2005
4670,Ford Racing 3,Racing,PS2,E,2004
4671,Ford Racing 3,Racing,XB,E,2004
4672,Ford Racing Off Road,Racing,PS2,E,2008
4673,Ford Racing Off Road,Racing,PSP,E,2008
4674,Ford Racing Off Road,Racing,Wii,E,2008
4675,Ford vs. Chevy,Racing,PS2,E,2005
4676,Ford vs. Chevy,Racing,XB,E,2005
4677,Forever Kingdom,Role-Playing,PS2,T,2001
4678,Forgotten Realms: Demon Stone,Action,PS2,T,2004
4679,Forgotten Realms: Demon Stone,Action,XB,T,2004
4680,Formula 1,Racing,PS,,1996
4681,Formula 1 06,Racing,PS2,,2006
4682,Formula 1 Championship Edition,Racing,PS,,1997
4683,Formula 1: Championship Edition,Racing,PS3,,2006
4684,Formula One 2001,Racing,PS2,E,2001
4685,Formula One World Championship: Beyond the Limit,Racing,SCD,,1994
4686,Forsaken,Shooter,PS,,1998
4687,Fortress,Action,GBA,E,2001
4688,Fortune Street,Misc,Wii,E,2011
4689,Forza Horizon,Racing,X360,T,2012
4690,Forza Horizon 2,Racing,X360,E10+,2014
4691,Forza Horizon 2,Racing,XOne,E10+,2014
4692,Forza Horizon 3,Racing,XOne,E,2016
4693,Forza Motorsport,Racing,XB,E,2005
4694,Forza Motorsport 2,Racing,X360,E,2007
4695,Forza Motorsport 3,Racing,X360,E,2009
4696,Forza Motorsport 3: Ultimate Edition,Racing,X360,,2010
4697,Forza Motorsport 4,Racing,X360,E,2011
4698,Forza Motorsport 5,Racing,XOne,E,2013
4699,Forza Motorsport 6,Racing,XOne,E,2015
4700,Fossil Fighters,Role-Playing,DS,E,2008
4701,Fossil Fighters (JP sales),Role-Playing,DS,,2008
4702,Fossil Fighters: Champions,Role-Playing,DS,E,2010
4703,Fossil Fighters: Frontier,Role-Playing,3DS,E10+,2014
4704,Foster's Home for Imaginary Friends: Imagination Invaders,Adventure,DS,E,2007
4705,Foto Frenzy: Spot The Diffrence,Puzzle,DS,,2009
4706,Foto Showdown,Role-Playing,DS,E,2010
4707,Fox Sports College Hoops '99,Sports,N64,,1998
4708,Fox Sports Golf '99,Sports,PS,,1997
4709,FoxKids.com Micro Maniacs Racing,Racing,PS,,2000
4710,Fracture,Shooter,PS3,T,2008
4711,Fracture,Shooter,X360,T,2008
4712,Fragile Dreams: Farewell Ruins of the Moon,Role-Playing,Wii,T,2009
4713,Frank Thomas Big Hurt Baseball,Sports,PS,,1996
4714,Frankenstein's Monster,Action,2600,,1982
4715,Franklin the Turtle,Misc,GBA,,2005
4716,Franklin: A Birthday Surprise,Misc,PS2,E,2006
4717,Franklin's Great Adventures,Action,DS,E,2006
4718,Frantix,Puzzle,PSP,,2005
4719,Freaky Flyers,Racing,PS2,T,2003
4720,Freaky Flyers,Racing,XB,T,2003
4721,Freddi Fish: ABC under the sea,Misc,DS,,2008
4722,Freddi Fish: Kelp Seed Mystery,Adventure,Wii,E,2008
4723,Free Running,Sports,Wii,T,2009
4724,Freedom Fighters,Shooter,GC,T,2003
4725,Freedom Fighters,Shooter,PS2,T,2003
4726,Freedom Fighters,Shooter,XB,T,2003
4727,Freedom Wars,Role-Playing,PSV,T,2014
4728,Freedom Wings,Simulation,DS,E10+,2006
4729,Freekstyle,Racing,GBA,E,2003
4730,Freekstyle,Racing,GC,E,2002
4731,Freekstyle,Racing,PS2,E,2002
4732,Freelancer,Simulation,PC,T,2003
4733,Freestyle Metal X,Racing,GC,,2003
4734,Freestyle Metal X,Racing,PS2,T,2003
4735,Freestyle Metal X,Racing,XB,,2003
4736,Freeway,Action,2600,,1980
4737,Frequency,Misc,PS2,E,2001
4738,Fresh PreCure! Asobi Collection,Action,DS,,2009
4739,Freshly-Picked: Tingle's Rosy Rupeeland,Role-Playing,DS,,2006
4740,Friend Collection,Misc,DS,,2009
4741,Friends: The One with All the Trivia,Misc,PS2,T,2005
4742,Frisbee Disc Freestyle / Frisbee Disc Golf,Sports,DS,E,2007
4743,Fritz Chess,Strategy,DS,E,2009
4744,Fritz Chess,Strategy,PS3,,2009
4745,Fritz Chess,Strategy,Wii,E,2009
4746,Frogger,Action,2600,,1981
4747,Frogger,Action,PS,,1997
4748,Frogger 2: Swampy's Revenge,Action,PS,E,1999
4749,Frogger 3D,Action,3DS,E,2011
4750,Frogger Advance: The Great Quest,Action,GBA,E,2002
4751,Frogger Beyond,Platform,GC,E,2002
4752,Frogger Beyond,Platform,XB,E,2002
4753,Frogger II: Threeedeep!,Action,2600,,1983
4754,Frogger: Ancient Shadow,Platform,GC,E,2005
4755,Frogger: Ancient Shadow,Platform,PS2,E,2005
4756,Frogger: Ancient Shadow,Platform,XB,E,2005
4757,Frogger: Helmet Chaos,Platform,DS,E,2005
4758,Frogger: Helmet Chaos,Platform,PSP,E,2005
4759,Frogger: The Great Quest,Platform,PS2,E,2001
4760,Frogger's Adventures 2: The Lost Wand,Adventure,GBA,E,2002
4761,Frogger's Adventures: The Rescue,Platform,GC,E,2003
4762,Frogger's Adventures: The Rescue,Platform,PS2,E,2003
4763,Frogger's Journey: The Forgotten Relic,Action,GBA,E,2003
4764,Frogs And Flies,Action,2600,,1981
4765,From Russia With Love,Action,GC,T,2005
4766,From Russia With Love,Action,PS2,T,2005
4767,From Russia With Love,Action,PSP,T,2006
4768,From Russia With Love,Action,XB,T,2005
4769,From The Abyss,Role-Playing,DS,E,2008
4770,From TV Animation One Piece: Grand Battle 2,Fighting,PS,,2002
4771,From TV Animation One Piece: Grand Battle! 3,Fighting,GC,,2003
4772,From TV Animation One Piece: Grand Battle! 3,Fighting,PS2,,2003
4773,From TV Animation One Piece: Tobidase Kaizokudan!,Role-Playing,PS,,2001
4774,From TV Animation One Piece: Treasure Battle!,Fighting,GC,,2002
4775,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,Role-Playing,GB,,2001
4776,Front Line,Action,2600,,1981
4777,Front Mission,Strategy,DS,E10+,2007
4778,Front Mission,Strategy,SNES,,1995
4779,Front Mission 2,Strategy,PS,,1997
4780,Front Mission 2089: Border of Madness,Strategy,DS,,2008
4781,Front Mission 3,Strategy,PS,,1999
4782,Front Mission 4,Strategy,PS2,T,2003
4783,Front Mission 5: Scars of the War,Strategy,PS2,,2005
4784,Front Mission Alternative,Strategy,PS,,1997
4785,Front Mission Evolved,Shooter,PC,T,2010
4786,Front Mission Evolved,Shooter,PS3,T,2010
4787,Front Mission Evolved,Shooter,X360,T,2010
4788,Front Mission: Gun Hazard,Role-Playing,SNES,,1996
4789,Frontier Gate,Role-Playing,PSP,,2011
4790,Frontlines: Fuel of War,Shooter,PC,T,2008
4791,Frontlines: Fuel of War,Shooter,X360,T,2008
4792,Frostbite,Action,2600,,1983
4793,Fuel,Racing,PC,E,2009
4794,Fuel,Racing,PS3,E,2009
4795,Fuel,Racing,X360,E,2009
4796,Fugitive Hunter: War on Terror,Shooter,PS2,M,2003
4797,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,Action,3DS,,2014
4798,Full Auto,Shooter,X360,T,2006
4799,Full Auto 2: Battlelines,Racing,PS3,T,2006
4800,Full House Kiss 2,Adventure,PS2,,2006
4801,Full Spectrum Warrior,Strategy,PS2,M,2005
4802,Full Spectrum Warrior,Strategy,XB,M,2004
4803,Full Spectrum Warrior: Ten Hammers,Strategy,PS2,M,2006
4804,Full Spectrum Warrior: Ten Hammers,Strategy,XB,M,2006
4805,Fullmetal Alchemist 2: Curse of the Crimson Elixir,Role-Playing,PS2,T,2004
4806,Fullmetal Alchemist and the Broken Angel,Role-Playing,PS2,T,2003
4807,Fullmetal Alchemist: Dual Sympathy,Role-Playing,DS,T,2005
4808,Fullmetal Alchemist: Prince of the Dawn,Adventure,Wii,,2009
4809,Fullmetal Alchemist: Trading Card Game,Misc,DS,T,2007
4810,FunkMaster Flex's Digital Hitz Factory,Misc,PS2,E,2003
4811,Funky Barn,Simulation,3DS,,2012
4812,Fur Fighters: Viggo's Revenge,Action,PS2,T,2001
4813,Furious Karting,Racing,XB,T,2003
4814,Furu Furu Park,Misc,Wii,E10+,2007
4815,Fuse (Insomniac),Shooter,PS3,,2013
4816,Fuse (Insomniac),Shooter,X360,,2013
4817,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,Role-Playing,N64,,2000
4818,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,Role-Playing,PSP,,2010
4819,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,Role-Playing,DS,,2010
4820,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,Role-Playing,GB,,1996
4821,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,Misc,DS,,2008
4822,Futurama,Platform,PS2,T,2003
4823,Futurama,Platform,XB,T,2003
4824,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,Action,3DS,,2015
4825,Future Cop L.A.P.D.,Simulation,PS,,1997
4826,Future Tactics: The Uprising,Strategy,GC,T,2004
4827,Future Tactics: The Uprising,Strategy,PS2,T,2004
4828,Future Tactics: The Uprising,Strategy,XB,,2004
4829,futureU: The Prep Game for SAT,Misc,DS,E,2008
4830,Fuun Shinsengumi Bakumatsuden Portable,Action,PSP,,2009
4831,Fuuraiki 3,Action,PSV,,2015
4832,Fuzion Frenzy,Misc,XB,E,2001
4833,Fuzion Frenzy 2,Misc,X360,E10+,2007
4834,F-Zero,Racing,SNES,,1990
4835,F-Zero GX,Racing,GC,T,2003
4836,F-Zero X,Racing,N64,,1998
4837,F-Zero: GP Legend,Racing,GBA,E,2003
4838,F-Zero: Maximum Velocity,Racing,GBA,E,2001
4839,G Darius,Shooter,PS,,1997
4840,G.I. Joe: The Rise of Cobra,Action,DS,E10+,2009
4841,G.I. Joe: The Rise of Cobra,Action,PS2,T,2009
4842,G.I. Joe: The Rise of Cobra,Action,PS3,T,2009
4843,G.I. Joe: The Rise of Cobra,Action,PSP,T,2009
4844,G.I. Joe: The Rise of Cobra,Action,Wii,T,2009
4845,G.I. Joe: The Rise of Cobra,Action,X360,T,2009
4846,G1 Grand Prix,Action,3DS,,2012
4847,G1 Jockey 2,Sports,PS2,,2000
4848,G1 Jockey 3,Sports,PS2,E,2002
4849,G1 Jockey 4 2007,Sports,PS2,,2007
4850,G1 Jockey 4 2008,Sports,PS3,,2008
4851,G1 Jockey Wii,Sports,Wii,,2007
4852,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,Adventure,PSP,,2010
4853,Gabrielle's Ghostly Groove 3D,Adventure,3DS,E,2011
4854,Gacharoku,Misc,PS2,,2002
4855,GachiTora! Abarenbou Kyoushi in High School,Action,PSP,,2011
4856,Gadget Racers,Racing,PS2,E,2000
4857,Gadget Racers (PAL),Racing,PS2,,2002
4858,Gaia Saver Hero Saidai no Sakusen,Role-Playing,SNES,,1994
4859,Gaist Crusher,Action,3DS,,2013
4860,Gaist Crusher God,Action,3DS,,2014
4861,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,Misc,DS,,2007
4862,Gaku ? Ou: The Royal Seven Stars,Role-Playing,PSP,,2012
4863,Gakuen Alice: WakuWaku * Happy Friends,Adventure,DS,,2007
4864,Gakuen Hetalia,Adventure,DS,,2012
4865,Gakuen Hetalia Portable,Adventure,PSP,,2011
4866,Gakuen K: Wonderful School Days,Adventure,PSP,,2014
4867,Gakusen Toshi Asterisk Festa: Houka Kenran,Fighting,PSV,,2016
4868,Gal Gun,Shooter,PS3,,2012
4869,Gal Gun: Double Peace,Action,PSV,M,2015
4870,Gal*Gun,Shooter,X360,,2011
4871,Galactic Attack,Shooter,SAT,,1994
4872,Galactic Taz Ball,Platform,DS,,2010
4873,Galactic Wrestling: Featuring Ultimate Muscle,Fighting,PS2,T,2004
4874,Galaga: Destination Earth,Shooter,PS,E,2000
4875,Galaxian,Shooter,2600,,1982
4876,Galaxy Angel II: Eigou Kaiki no Koku,Strategy,PS2,,2009
4877,Galaxy Angel II: Mugen Kairou no Kagi,Strategy,PS2,,2007
4878,Galaxy Angel II: Zettairyouiki no Tobira,Strategy,PS2,,2006
4879,Galaxy Fight,Fighting,SAT,,1994
4880,Galaxy Racers,Racing,DS,E,2010
4881,Gale Racer,Racing,SAT,,1994
4882,Galerians,Adventure,PS,,1999
4883,Galerians: Ash,Adventure,PS2,T,2002
4884,Galidor: Defenders of the Outer Dimension,Action,GBA,E,2002
4885,Galileo,Adventure,DS,,2008
4886,Galleon: Islands of Mystery,Action,XB,T,2004
4887,Gallop & Ride!,Sports,Wii,,2008
4888,Gallop Racer,Sports,PS,,1999
4889,Gallop Racer (JP),Sports,PS,,1996
4890,Gallop Racer 2: One and Only Road to Victory,Sports,PS,,1997
4891,Gallop Racer 2000,Sports,PS,,2000
4892,Gallop Racer 2001,Sports,PS2,E,2001
4893,Gallop Racer 2003: A New Breed,Sports,PS2,E,2002
4894,Gallop Racer 2004,Sports,PS2,E,2004
4895,Gallop Racer 2006,Sports,PS2,E,2005
4896,Gallop Racer Inbreed,Sports,PS2,,2006
4897,Gambler Densetsu Tetsuya,Adventure,PS2,,2001
4898,Game & Wario,Misc,WiiU,,2013
4899,Game & Watch Gallery,Misc,GB,,1997
4900,Game & Watch Gallery 2,Misc,GB,,1997
4901,Game & Watch Gallery 3,Misc,GB,,1999
4902,Game & Watch Gallery 4,Misc,GBA,,2002
4903,Game Book DS: Sword World 2.0,Role-Playing,DS,,2009
4904,Game Center CX: 3-Choume no Arino,Action,3DS,,2014
4905,Game Center CX: Arino no Chousenjou 2,Action,DS,,2009
4906,Game de Hakken!! Tamagotchi 2,Simulation,GB,,1997
4907,Game Hits!,Misc,DS,,2010
4908,Game no Kanzume Vol 1,Misc,SCD,,1994
4909,Game no Kanzume Vol 2,Misc,SCD,,1994
4910,Game of Thrones,Role-Playing,PC,M,2012
4911,Game of Thrones,Role-Playing,PS3,M,2012
4912,Game of Thrones,Role-Playing,X360,M,2012
4913,Game of Thrones (Telltale),Adventure,PS3,,2015
4914,Game of Thrones (Telltale),Adventure,PS4,,2015
4915,Game of Thrones (Telltale),Adventure,X360,,2015
4916,Game of Thrones (Telltale),Adventure,XOne,,2015
4917,Game Party,Misc,Wii,E,2007
4918,Game Party 2,Misc,Wii,E,2008
4919,Game Party 3,Puzzle,Wii,E,2009
4920,Game Party in Motion,Misc,X360,E,2010
4921,Game Party: Champions,Action,WiiU,E,2012
4922,Gameboy Gallery,Misc,GB,,1995
4923,GameBoy Wars,Strategy,GB,,1991
4924,Games Around the World,Misc,DS,E10+,2010
4925,Games Explosion!,Action,GBA,,2006
4926,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,Platform,SNES,,1993
4927,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,Platform,SNES,,1994
4928,Ganbare Goemon! Karakuri Douchuu,Platform,NES,,1986
4929,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,Platform,SNES,,1995
4930,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,Action,DS,,2005
4931,Ganbaru Watashi no Kakei Diary,Misc,DS,,2007
4932,Gangs of London,Adventure,PSP,M,2006
4933,Gardening Mama,Puzzle,DS,E,2009
4934,Garfield Gets Real,Action,DS,E,2009
4935,Garfield: A Tale of Two Kitties,Platform,DS,E,2006
4936,Garfield: Lasagna World Tour,Action,PS2,E,2007
4937,Garfield: The Search for Pooky,Platform,GBA,,2003
4938,Garfield's Fun Fest,Platform,DS,E,2008
4939,Garfield's Nightmare,Platform,DS,E,2007
4940,Garou Densetsu 3: Road to the Final Victory,Fighting,SAT,,1996
4941,Gauntlet,Action,2600,,1982
4942,Gauntlet / Rampart,Misc,GBA,E,2005
4943,Gauntlet Legends,Action,N64,,1999
4944,Gauntlet Legends,Action,PS,,2000
4945,Gauntlet: Dark Legacy,Action,GC,T,2002
4946,Gauntlet: Dark Legacy,Action,PS2,T,2001
4947,Gauntlet: Dark Legacy,Action,XB,T,2002
4948,Gauntlet: Seven Sorrows,Role-Playing,PS2,T,2005
4949,Gauntlet: Seven Sorrows,Role-Playing,XB,T,2005
4950,Gears of War,Shooter,PC,M,2007
4951,Gears of War,Shooter,X360,M,2006
4952,Gears of War 2,Shooter,X360,M,2008
4953,Gears of War 3,Shooter,X360,M,2011
4954,Gears of War 4,Shooter,XOne,M,2016
4955,Gears of War: Judgment,Shooter,X360,M,2013
4956,Gears of War: Ultimate Edition,Shooter,XOne,M,2015
4957,Gegege no Kitarou 2: Youkai Gundan no Chousen,Role-Playing,NES,,1987
4958,Gegege no Kitarou: Youkai Daigekisen,Action,DS,,2008
4959,Geist,Adventure,GC,M,2005
4960,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,Misc,PS3,,2012
4961,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,Misc,PSP,,2011
4962,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,Misc,PS3,,2011
4963,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,Misc,PS3,,2010
4964,Gekido,Fighting,PS,,1999
4965,Gekido Advance: Kintaro's Revenge,Action,GBA,T,2002
4966,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,Action,PS3,,2010
4967,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,Action,PS3,,2011
4968,Gekijouban Madoka Magicka: The Battle Pentagram,Action,PSV,,2013
4969,Gekikuukan Pro Yakyuu: At the End of the Century 1999,Sports,PS2,,2000
4970,Gekka Ryouran Romance,Adventure,PSP,,2011
4971,Gem Quest: 4 Elements,Puzzle,DS,E,2011
4972,Gem Smashers,Platform,3DS,E,2011
4973,Gem Smashers,Platform,Wii,E,2011
4974,Generation of Chaos,Role-Playing,PSP,T,2005
4975,Generator Rex: Agent of Providence,Action,3DS,E10+,2011
4976,Generator Rex: Agent of Providence,Action,DS,E10+,2011
4977,Generator Rex: Agent of Providence,Action,PS3,E10+,2011
4978,Generator Rex: Agent of Providence,Action,Wii,E10+,2011
4979,Generator Rex: Agent of Providence,Action,X360,E10+,2011
4980,Genji: Dawn of the Samurai,Action,PS2,M,2005
4981,Genji: Days of the Blade,Action,PS3,T,2006
4982,Genkai Tokki Monster Monpiece,Strategy,PSV,,2013
4983,Genkai Tokki: Moero Crystal,Role-Playing,PSV,,2015
4984,Genkai Tokki: Seven Pirates,Role-Playing,PSV,,2016
4985,Genkai Totsuki Moero Chronicle,Role-Playing,PSV,,2014
4986,Genma Onimusha,Action,XB,M,2002
4987,Genroh,Action,PSP,,2012
4988,Gensou Suikoden I & II,Role-Playing,PSP,,2006
4989,Geometry Wars: Galaxies,Shooter,DS,E,2007
4990,Geometry Wars: Galaxies,Shooter,Wii,E,2007
4991,Geon Cube,Puzzle,Wii,E,2009
4992,George of the Jungle and the Search for the Secret,Platform,DS,E,2008
4993,George of the Jungle and the Search for the Secret,Platform,Wii,E,2008
4994,Germany's Next Topmodel 2011,Simulation,DS,,2011
4995,Germany's Next Topmodel 2011,Simulation,Wii,,2011
4996,Get Fit with Mel B,Sports,PS3,E,2010
4997,Get Fit with Mel B,Sports,Wii,E,2010
4998,Get On Da Mic,Misc,PS2,T,2004
4999,Get Up and Dance,Misc,PS3,T,2011
5000,Get Up and Dance,Misc,Wii,T,2011
5001,Geten no Hana,Misc,PSP,,2013
5002,Geten no Hana: Yume Akari,Misc,PSP,,2014
5003,Getsuei Gakuen: kou,Adventure,PSV,,2013
5004,Gex,Platform,PS,,1995
5005,Gex 3: Deep Cover Gecko,Platform,N64,,1999
5006,Gex 3: Deep Cover Gecko,Platform,PS,,1999
5007,Gex 64: Enter the Gecko,Action,N64,,1998
5008,Gex: Enter the Gecko,Platform,PS,,1998
5009,G-Force,Action,DS,E10+,2009
5010,G-Force,Action,PS2,E10+,2009
5011,G-Force,Action,PS3,E10+,2009
5012,G-Force,Action,PSP,E10+,2009
5013,G-Force,Action,Wii,E10+,2009
5014,G-Force,Action,X360,E10+,2009
5015,Ghost in the Shell,Simulation,PS,,1997
5016,Ghost in the Shell: Stand Alone Complex,Adventure,PS2,,2004
5017,Ghost in the Shell: Stand Alone Complex,Adventure,PSP,T,2005
5018,Ghost Pirates of Vooju Island,Adventure,PC,T,2009
5019,Ghost Rider,Action,PSP,T,2007
5020,Ghost Squad,Shooter,Wii,T,2007
5021,Ghost Trick: Phantom Detective,Adventure,DS,T,2010
5022,Ghostbusters,Puzzle,2600,,1985
5023,Ghostbusters (2016),Action,PS4,,2016
5024,Ghostbusters (2016),Action,XOne,,2016
5025,Ghostbusters: The Video Game,Action,DS,E,2009
5026,Ghostbusters: The Video Game,Action,PS2,E10+,2009
5027,Ghostbusters: The Video Game,Action,PS3,T,2009
5028,Ghostbusters: The Video Game,Action,PSP,E10+,2009
5029,Ghostbusters: The Video Game,Action,Wii,E10+,2009
5030,Ghostbusters: The Video Game,Action,X360,T,2009
5031,Ghostbusters: The Video Game (DS Version),Action,PC,,2010
5032,Ghostbusters: The Video Game (DS Version),Action,PS3,,2010
5033,Ghostbusters: The Video Game (DS Version),Action,X360,,2009
5034,Ghosthunter,Action,PS2,T,2003
5035,Ghosts 'n Goblins,Action,NES,,1986
5036,Giants: Citizen Kabuto,Shooter,PS2,T,2001
5037,Gift: Prism,Adventure,PS2,,2006
5038,Ginga Fukei Densetsu: Sapphire,Shooter,TG16,,1995
5039,Ginga Tetsudou 999 DS,Adventure,DS,,2010
5040,Gintama DS: Yorozuya Daisoudou,Action,DS,,2006
5041,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,Role-Playing,DS,,2007
5042,Gintama no Sugoroku,Action,PSP,,2013
5043,Gintama: Banji Oku Chuubu!,Action,Wii,,2007
